ngsl_rank,ngsl_band,term,phonetic,definition_vi,part_of_speech,all_pos,level,track,is_function_word,family_size,word_family,needs_review
1677,2000,kiss,/kɪs/,"hôn, hôn lên, thơm",Verb,Noun|Verb,B1,Teen,0,4,kisses kissed kissing,0
1678,2000,presentation,/ˌprɛzənˈteɪʃən/,"bài thuyết trình, sự trình bày",Noun,Noun,B1,Teen,0,2,presentations,0
1679,2000,joint,/dʒɔɪnt/,"chung, liên kết, phối hợp",Adjective,Noun|Adjective|Verb,B1,Teen,0,4,joints jointed jointing,0
1680,2000,compete,/kəmˈpiːt/,"cạnh tranh, thi đấu, ganh đua",Verb,Verb,B1,Teen,0,4,competes competed competing,0
1681,2000,poll,/poʊl/,"cuộc thăm dò ý kiến, cuộc bỏ phiếu",Noun,Noun|Verb|Adjective,B1,Teen,0,4,polls polled polling,0
1682,2000,weak,/wiːk/,"yếu, yếu ớt, non kém",Adjective,Adjective,B1,Teen,0,3,weaker weakest,0
1683,2000,faith,/feɪθ/,"niềm tin, đức tin, lòng tin",Noun,Noun,B1,Teen,0,2,faiths,0
1684,2000,reduction,/rəˈdʌkʃən/,"sự giảm bớt, mức giảm, sự cắt giảm",Noun,Noun,B1,Teen,0,2,reductions,0
1685,2000,reserve,/rɪˈzɜːrv/,"đặt trước, giữ chỗ; dự trữ",Verb,Noun|Verb,B1,Teen,0,4,reserves reserved reserving,1
1686,2000,complaint,/kəmˈpleɪnt/,"lời phàn nàn, đơn khiếu nại",Noun,Noun,B1,Teen,0,2,complaints,0
1687,2000,bore,/bɔːr/,"làm chán, gây nhàm chán",Verb,Noun|Verb,B1,Teen,0,4,bores bored boring,0
1688,2000,mission,/ˈmɪʃən/,"nhiệm vụ, sứ mệnh, phái đoàn",Noun,Noun,B1,Teen,0,2,missions,0
1689,2000,somehow,/ˈsʌmˌhaʊ/,"bằng cách nào đó, không hiểu sao",Adverb,Adverb,B1,Teen,0,1,,0
1690,2000,tone,/toʊn/,"giọng điệu, âm điệu, sắc thái",Noun,Noun|Verb,B1,Teen,0,4,tones toned toning,0
1691,2000,neighborhood,/ˈneɪbərˌhʊd/,"khu phố, khu dân cư, vùng lân cận",Noun,Noun,B1,Teen,0,4,neighborhoods neighbourhood neighbourhoods,0
1692,2000,passenger,/ˈpæsəndʒər/,"hành khách, khách đi xe",Noun,Noun,B1,Teen,0,2,passengers,0
1693,2000,justice,/ˈdʒʌstəs/,"công lý, sự công bằng; thẩm phán",Noun,Noun,B1,Teen,0,2,justices,1
1694,2000,phase,/feɪz/,"giai đoạn, thời kỳ, pha",Noun,Noun|Verb,B1,Teen,0,4,phases phased phasing,0
1695,2000,thin,/θɪn/,"mỏng, gầy, mảnh",Adjective,Adjective|Verb,B1,Teen,0,6,thins thinned thinning thinner thinnest,0
1696,2000,rush,/rʌʃ/,"vội vã, lao tới, hối hả",Verb,Noun|Verb,B1,Teen,0,4,rushes rushed rushing,0
1697,2000,formal,/ˈfɔːrməl/,"trang trọng, chính thức, nghi thức",Adjective,Adjective,B1,Teen,0,2,formals,0
1698,2000,religion,/rɪˈlɪdʒən/,"tôn giáo, đạo, tín ngưỡng",Noun,Noun,B1,Teen,0,2,religions,0
1699,2000,employer,/ɛmˈplɔɪər/,"người sử dụng lao động, chủ lao động",Noun,Noun,B1,Teen,0,2,employers,0
1700,2000,reject,/rɪˈdʒɛkt/,"từ chối, bác bỏ, loại bỏ",Verb,Noun|Verb,B1,Teen,0,4,rejects rejected rejecting,0
1701,2000,latter,/ˈlætər/,"sau, cái sau, người sau",Adjective,Adjective,B1,Teen,0,1,,0
1702,2000,plate,/pleɪt/,"cái đĩa, tấm kim loại; biển số",Noun,Noun|Verb,B1,Teen,0,4,plates plated plating,1
1703,2000,ban,/bæn/,"cấm, ngăn cấm, cấm chỉ",Verb,Verb,B1,Teen,0,4,bans banned banning,0
1704,2000,steal,/stiːl/,"ăn cắp, đánh cắp, trộm",Verb,Verb,B1,Teen,0,5,steals stole stealing stolen,0
1705,2000,protest,/ˈproʊˌtɛst/,"phản đối, biểu tình, kháng nghị",Verb,Noun|Verb,B1,Teen,0,4,protests protested protesting,0
1706,2000,index,/ˈɪndɛks/,"chỉ số; mục lục, bảng tra",Noun,Noun|Verb,B1,Teen,0,5,indexes indexed indexing indices,1
1707,2000,sad,/sæd/,"buồn, buồn bã, đáng buồn",Adjective,Adjective,B1,Teen,0,3,sadder saddest,0
1708,2000,frequently,/ˈfriːkwəntli/,"thường xuyên, hay, luôn luôn",Adverb,Adverb,B1,Teen,0,1,,0
1709,2000,circle,/ˈsɜːrkəl/,"vòng tròn, hình tròn; giới, nhóm",Noun,Noun|Verb,B1,Teen,0,4,circles circled circling,1
1710,2000,helpful,/ˈhɛlpfəl/,"hữu ích, có ích, sẵn lòng giúp đỡ",Adjective,Adjective,B1,Teen,0,1,,0
1711,2000,command,/kəˈmænd/,"mệnh lệnh, lệnh; quyền chỉ huy",Noun,Noun|Verb,B1,Teen,0,4,commands commanded commanding,1
1712,2000,attractive,/əˈtræktɪv/,"hấp dẫn, thu hút, quyến rũ",Adjective,Adjective,B1,Teen,0,1,,0
1713,2000,sick,/sɪk/,"ốm, bệnh, buồn nôn",Adjective,Adjective|Verb,B1,Teen,0,3,sicker sickest,0
1714,2000,impression,/ˌɪmˈprɛʃən/,"ấn tượng, cảm tưởng",Noun,Noun,B1,Teen,0,2,impressions,0
1715,2000,unable,/əˈneɪbəl/,"không thể, không có khả năng",Adjective,Adjective,B1,Teen,0,1,,0
1716,2000,joke,/dʒoʊk/,"trò đùa, câu chuyện cười, lời nói đùa",Noun,Noun|Verb,B1,Teen,0,4,jokes joked joking,0
1717,2000,sky,/skaɪ/,"bầu trời, trời, không trung",Noun,Noun|Verb,B1,Teen,0,2,skies,0
1718,2000,column,/ˈkɑːləm/,"cột, cột báo, chuyên mục",Noun,Noun,B1,Teen,0,3,columns columned,0
1719,2000,electronic,/ˌɪˌlɛkˈtrɑːnɪk/,"điện tử, thuộc điện tử",Adjective,Adjective,B1,Teen,0,2,electronics,0
1720,2000,impose,/ˌɪmˈpoʊz/,"áp đặt, đánh thuế, bắt phải chịu",Verb,Verb,B1,Teen,0,4,imposes imposed imposing,0
1721,2000,criminal,/ˈkrɪmənəl/,"tội phạm, kẻ phạm tội",Noun,Adjective|Noun,B1,Teen,0,2,criminals,0
1722,2000,besides,/bɪˈsaɪdz/,"ngoài ra, bên cạnh, ngoài ... ra",Preposition,Adverb|Preposition,B1,Grammar,1,1,,0
1723,2000,properly,/ˈprɑːpərli/,"đúng cách, một cách thích đáng",Adverb,Adverb,B1,Teen,0,1,,0
1724,2000,ancient,/ˈeɪntʃənt/,"cổ đại, cổ xưa, xa xưa",Adjective,Adjective|Noun,B1,Teen,0,2,ancients,0
1725,2000,coast,/koʊst/,"bờ biển, vùng ven biển",Noun,Noun|Verb,B1,Teen,0,4,coasts coasted coasting,0
1726,2000,ill,/ɪl/,"ốm, bệnh, đau yếu, khó ở",Adjective,Adjective|Adverb|Noun,B1,Teen,0,2,ills,0
1727,2000,kick,/kɪk/,"đá, đạp, đá vào",Verb,Noun|Verb,B1,Teen,0,4,kicks kicked kicking,0
1728,2000,closely,/ˈkloʊsli/,"chặt chẽ, sát sao, kỹ lưỡng",Adverb,Adverb,B1,Teen,0,1,,0
1729,2000,multiple,/ˈmʌltəpəl/,"nhiều, đa dạng, gồm nhiều phần",Adjective,Adjective|Noun,B1,Teen,0,2,multiples,0
1730,2000,yield,/jiːld/,"mang lại, sinh ra; nhượng bộ",Verb,Noun|Verb,B1,Teen,0,4,yields yielded yielding,1
1731,2000,via,/ˈvaɪə/,"qua, thông qua, bằng đường",Preposition,Preposition,B1,Grammar,1,1,,0
1732,2000,legislation,/ˌlɛdʒəˈsleɪʃən/,"pháp luật, luật lệ, việc lập pháp",Noun,Noun,B1,Teen,0,2,legislations,0
1733,2000,county,/ˈkaʊnti/,"hạt, quận, đơn vị hành chính",Noun,Noun,B1,Teen,0,2,counties,0
1734,2000,unlike,/ənˈlaɪk/,"không giống, khác với",Preposition,Adjective|Preposition,B1,Grammar,1,1,,0
1735,2000,mobile,/ˈmoʊbəl/,"di động, lưu động, cơ động",Adjective,Adjective,B1,Teen,0,2,mobiles,0
1736,2000,assistant,/əˈsɪstənt/,"trợ lý, phụ tá, người giúp việc",Noun,Noun|Adjective,B1,Teen,0,2,assistants,0
1737,2000,implement,/ˈɪmpləmənt/,"thực hiện, triển khai, thi hành",Verb,Noun|Verb,B1,Teen,0,4,implements implemented implementing,0
1738,2000,chart,/tʃɑːrt/,"biểu đồ, đồ thị, bảng xếp hạng",Noun,Noun|Verb,B1,Teen,0,4,charts charted charting,0
1739,2000,attach,/əˈtætʃ/,"gắn, đính kèm, buộc vào",Verb,Verb,B1,Teen,0,4,attaches attached attaching,0
1740,2000,hell,/hɛl/,"địa ngục, âm phủ, hỏa ngục",Noun,Noun,B1,Teen,0,2,hells,0
1741,2000,everywhere,/ˈɛvriˌwɛr/,"khắp nơi, mọi nơi",Adverb,Adverb,B1,Teen,0,1,,0
1742,2000,advise,/ædˈvaɪz/,"khuyên, tư vấn, khuyên bảo",Verb,Verb,B1,Teen,0,4,advises advised advising,0
1743,2000,household,/ˈhaʊsˌhoʊld/,"hộ gia đình, gia đình",Noun,Noun|Adjective,B1,Teen,0,2,households,0
1744,2000,acknowledge,/ækˈnɑːlɪdʒ/,"thừa nhận, công nhận; xác nhận",Verb,Verb,B1,Teen,0,4,acknowledges acknowledged acknowledging,1
1745,2000,reward,/rɪˈwɔːrd/,"phần thưởng, tiền thưởng, sự đền đáp",Noun,Noun|Verb,B1,Teen,0,4,rewards rewarded rewarding,0
1746,2000,east,/iːst/,"phía đông, hướng đông",Noun,Noun|Adjective|Adverb,B1,Teen,0,1,,0
1747,2000,hat,/hæt/,"cái mũ, nón, chiếc mũ",Noun,Noun|Verb,B1,Teen,0,3,hats hatted,0
1748,2000,academic,/ˌækəˈdɛmɪk/,"học thuật, thuộc học tập, thuộc nhà trường",Adjective,Adjective|Noun,B1,Teen,0,2,academics,0
1749,2000,voter,/ˈvoʊtər/,"cử tri, người bỏ phiếu",Noun,Noun,B1,Teen,0,2,voters,0
1750,2000,meanwhile,/ˈmiːnˌwaɪl/,"trong khi đó, cùng lúc đó",Adverb,Noun|Adverb,B1,Teen,0,1,,0
1751,2000,furthermore,/ˈfɜːrðərˌmɔːr/,"hơn nữa, ngoài ra, thêm vào đó",Adverb,Adverb,B1,Teen,0,1,,0
1752,2000,accuse,/əˈkjuːz/,"buộc tội, tố cáo, cáo buộc",Verb,Verb,B1,Teen,0,4,accuses accused accusing,0
1753,2000,scientific,/ˌsaɪənˈtɪfɪk/,"khoa học, thuộc khoa học",Adjective,Adjective,B1,Teen,0,1,,0
1754,2000,wage,/weɪdʒ/,"tiền lương, tiền công",Noun,Noun|Verb,B1,Teen,0,4,wages waged waging,0
1755,2000,absence,/ˈæbsəns/,"sự vắng mặt, sự thiếu vắng",Noun,Noun,B1,Teen,0,2,absences,0
1756,2000,construct,/kənˈstrʌkt/,"xây dựng, cấu tạo, dựng nên",Verb,Verb,B1,Teen,0,4,constructs constructed constructing,0
1757,2000,remark,/rɪˈmɑːrk/,"lời nhận xét, lời bình luận, ý kiến",Noun,Noun|Verb,B1,Teen,0,4,remarks remarked remarking,0
1758,2000,medicine,/ˈmɛdəsən/,"thuốc, dược phẩm; y học, ngành y",Noun,Noun,B1,Teen,0,2,medicines,1
1759,2000,professor,/prəˈfɛsər/,"giáo sư, giảng viên đại học",Noun,Noun,B1,Teen,0,3,professors prof,0
1760,2000,rare,/rɛr/,"hiếm, hiếm có, quý hiếm",Adjective,Adjective,B1,Teen,0,3,rarer rarest,0
1761,2000,intention,/ˌɪnˈtɛntʃən/,"ý định, dự định, chủ ý",Noun,Noun,B1,Teen,0,2,intentions,0
1762,2000,dozen,/ˈdʌzən/,"tá, mười hai cái",Noun,Noun,B1,Teen,0,2,dozens,0
1763,2000,settlement,/ˈsɛtəlmənt/,"sự dàn xếp, thỏa thuận; khu định cư",Noun,Noun,B1,Teen,0,2,settlements,1
1764,2000,gap,/ɡæp/,"khoảng trống, kẽ hở, chênh lệch",Noun,Noun,B1,Teen,0,4,gaps gapped gapping,0
1765,2000,widely,/ˈwaɪdli/,"rộng rãi, phổ biến",Adverb,Adverb,B1,Teen,0,1,,0
1766,2000,minimum,/ˈmɪnəməm/,"mức tối thiểu, số lượng tối thiểu",Noun,Noun|Adjective,B1,Teen,0,3,minima minimums,0
1767,2000,northern,/ˈnɔːrðərn/,"thuộc phía bắc, ở miền bắc",Adjective,Adjective,B1,Teen,0,1,,0
1768,2000,estate,/ɪˈsteɪt/,"bất động sản, điền trang, di sản",Noun,Noun,B1,Teen,0,2,estates,0
1769,2000,equally,/ˈiːkwəli/,"ngang nhau, như nhau, đồng đều",Adverb,Adverb,B1,Teen,0,1,,0
1770,2000,expose,/ɪkˈspoʊz/,"phơi bày, vạch trần, để lộ",Verb,Verb,B1,Teen,0,4,exposes exposed exposing,0
1771,2000,alive,/əˈlaɪv/,"còn sống, sống động, đang sống",Adjective,Adjective,B1,Teen,0,1,,0
1772,2000,shut,/ʃʌt/,"đóng, khép lại, đóng cửa",Verb,Verb,B1,Teen,0,2,shuts,0
1773,2000,victory,/ˈvɪktəri/,"chiến thắng, thắng lợi",Noun,Noun,B1,Teen,0,2,victories,0
1774,2000,resolve,/riˈzɑːlv/,"giải quyết, quyết định, quyết tâm",Verb,Noun|Verb,B1,Teen,0,4,resolves resolved resolving,0
1775,2000,critic,/ˈkrɪtɪk/,"nhà phê bình, người chỉ trích",Noun,Noun,B1,Teen,0,2,critics,0
1776,2000,variable,/ˈvɛriəbəl/,"biến số, đại lượng thay đổi",Noun,Adjective|Noun,B1,Teen,0,2,variables,0
1777,2000,enormous,/ɪˈnɔːrməs/,"to lớn, khổng lồ, vô cùng lớn",Adjective,Adjective,B1,Teen,0,1,,0
1778,2000,sweet,/swiːt/,"ngọt, ngọt ngào, dễ thương",Adjective,Adjective|Noun,B1,Teen,0,4,sweets sweeter sweetest,0
1779,2000,permanent,/ˈpɜːrmənənt/,"lâu dài, vĩnh viễn, thường trực",Adjective,Adjective,B1,Teen,0,1,,0
1780,2000,emotion,/ɪˈmoʊʃən/,"cảm xúc, xúc cảm, tình cảm",Noun,Noun,B1,Teen,0,2,emotions,0
1781,2000,pursue,/pərˈsuː/,"theo đuổi, đeo đuổi, tiếp tục làm",Verb,Verb,B1,Teen,0,4,pursues pursued pursuing,0
1782,2000,tall,/tɔːl/,"cao, cao lớn, có chiều cao",Adjective,Adjective|Adverb,B1,Teen,0,3,taller tallest,0
1783,2000,urge,/ɜːrdʒ/,"thúc giục, hối thúc, kêu gọi",Verb,Noun|Verb,B1,Teen,0,5,urges urged urging urgings,0
1784,2000,enemy,/ˈɛnəmi/,"kẻ thù, kẻ địch, quân địch",Noun,Noun|Adjective,B1,Teen,0,2,enemies,0
1785,2000,appoint,/əˈpɔɪnt/,"bổ nhiệm, chỉ định, ấn định",Verb,Verb,B1,Teen,0,4,appoints appointed appointing,0
1786,2000,milk,/mɪlk/,"sữa, sữa bò, sữa tươi",Noun,Noun|Verb,B1,Teen,0,4,milks milked milking,0
1787,2000,talent,/ˈtælənt/,"tài năng, năng khiếu, người tài",Noun,Noun,B1,Teen,0,3,talents talented,0
1788,2000,smell,/smɛl/,"ngửi, ngửi thấy; có mùi, bốc mùi",Verb,Noun|Verb,B1,Teen,0,4,smells smelled smelling,1
1789,2000,prior,/ˈpraɪər/,"trước, trước đó, ưu tiên hơn",Adjective,Noun|Adjective|Adverb,B1,Teen,0,2,priors,0
1790,2000,priority,/praɪˈɔːrəti/,"ưu tiên, việc cần làm trước",Noun,Noun,B1,Teen,0,2,priorities,0
1791,2000,online,/ˈɔːnˌlaɪn/,"trực tuyến, trên mạng",Adjective,Adjective,B1,Teen,0,1,,0
1792,2000,phrase,/freɪz/,"cụm từ, nhóm từ, thành ngữ",Noun,Noun|Verb,B1,Teen,0,4,phrases phrased phrasing,0
1793,2000,pilot,/ˈpaɪlət/,"phi công, người lái máy bay",Noun,Noun|Verb,B1,Teen,0,4,pilots piloted piloting,0
1794,2000,stable,/ˈsteɪbəl/,"ổn định, vững chắc, bền vững",Adjective,Adjective|Noun|Verb,B1,Teen,0,4,stables stabled stabling,0
1795,2000,merely,/ˈmɪrli/,"chỉ, chỉ là, đơn thuần",Adverb,Adverb,B1,Teen,0,1,,0
1796,2000,resolution,/ˌrɛzəˈluːʃən/,"nghị quyết, sự giải quyết; độ phân giải",Noun,Noun,B1,Teen,0,2,resolutions,1
1797,2000,communicate,/kəˈmjuːnəˌkeɪt/,"giao tiếp, truyền đạt, liên lạc",Verb,Verb,B1,Teen,0,4,communicates communicated communicating,0
1798,2000,injury,/ˈɪndʒəri/,"vết thương, thương tích, chấn thương",Noun,Noun,B1,Teen,0,2,injuries,0
1799,2000,vast,/væst/,"rộng lớn, bao la, mênh mông",Adjective,Adjective|Noun,B1,Teen,0,3,vaster vastest,0
1800,2000,exhibition,/ˌɛksəˈbɪʃən/,"cuộc triển lãm, buổi trưng bày",Noun,Noun,B1,Teen,0,2,exhibitions,0
1801,2000,producer,/prəˈduːsər/,"nhà sản xuất, người sản xuất",Noun,Noun,B2,Adult,0,2,producers,0
1802,2000,regional,/ˈriːdʒənəl/,"thuộc vùng, thuộc khu vực, mang tính địa phương",Adjective,Adjective,B2,Adult,0,2,regionals,0
1803,2000,immediate,/ˌɪˈmiːˌdiːət/,"ngay lập tức, tức thì, trực tiếp",Adjective,Adjective,B2,Adult,0,1,,0
1804,2000,incident,/ˈɪnsədənt/,"sự việc, sự cố, vụ việc",Noun,Adjective|Noun,B2,Adult,0,2,incidents,0
1805,2000,childhood,/ˈtʃaɪldˌhʊd/,"thời thơ ấu, tuổi thơ",Noun,Noun,B2,Adult,0,2,childhoods,0
1806,2000,draft,/dræft/,"bản nháp, bản thảo, dự thảo",Noun,Noun|Verb,B2,Adult,0,6,drafts drafted drafting draught draughts,0
1807,2000,slip,/slɪp/,"trượt, trượt chân, tuột khỏi",Verb,Noun|Verb,B2,Adult,0,4,slips slipped slipping,0
1808,2000,accompany,/əˈkʌmpəni/,"đi cùng, đi kèm, tháp tùng",Verb,Verb,B2,Adult,0,4,accompanies accompanied accompanying,0
1809,2000,politician,/ˌpɑːləˈtɪʃən/,"chính trị gia, nhà chính trị",Noun,Noun,B2,Adult,0,2,politicians,0
1810,2000,angry,/ˈæŋɡri/,"tức giận, giận dữ, nổi giận",Adjective,Adjective,B2,Adult,0,3,angrier angriest,0
1811,2000,knock,/nɑːk/,"gõ, đập, va đập vào",Verb,Noun|Verb,B2,Adult,0,4,knocks knocked knocking,0
1812,2000,seed,/siːd/,"hạt, hạt giống, mầm mống",Noun,Noun|Verb,B2,Adult,0,4,seeds seeded seeding,0
1813,2000,salary,/ˈsæləri/,"tiền lương, mức lương",Noun,Noun|Verb,B2,Adult,0,3,salaries salaried,0
1814,2000,illustrate,/ˈɪləˌstreɪt/,"minh họa, làm rõ bằng ví dụ",Verb,Verb,B2,Adult,0,4,illustrates illustrated illustrating,0
1815,2000,imply,/ˌɪmˈplaɪ/,"ngụ ý, hàm ý, ám chỉ",Verb,Verb,B2,Adult,0,4,implies implied implying,0
1816,2000,breakfast,/ˈbrɛkfəst/,"bữa sáng, bữa ăn sáng, bữa điểm tâm",Noun,Noun|Verb,B2,Adult,0,4,breakfasts breakfasted breakfasting,0
1817,2000,temporary,/ˈtɛmpərˌɛri/,"tạm thời, nhất thời, lâm thời",Adjective,Adjective,B2,Adult,0,1,,0
1818,2000,liberal,/ˈlɪˌbɜːrəl/,"phóng khoáng, cởi mở, theo chủ nghĩa tự do",Adjective,Adjective|Noun,B2,Adult,0,2,liberals,0
1819,2000,lake,/leɪk/,"hồ, hồ nước, đầm nước",Noun,Noun,B2,Adult,0,2,lakes,0
1820,2000,qualify,/ˈkwɑːləˌfaɪ/,"đủ tiêu chuẩn, đủ điều kiện, vượt qua vòng loại",Verb,Verb,B2,Adult,0,4,qualifies qualified qualifying,0
1821,2000,competitive,/kəmˈpɛtətɪv/,"cạnh tranh, có tính cạnh tranh, đua tranh",Adjective,Adjective,B2,Adult,0,1,,0
1822,2000,truly,/ˈtruːli/,"thật sự, thực sự, quả thật",Adverb,Adverb,B2,Adult,0,1,,0
1823,2000,hi,/haɪ/,"chào, xin chào, chào bạn",Interjection,Interjection,B2,Adult,0,1,,0
1824,2000,yellow,/ˈjɛloʊ/,"vàng, màu vàng, có màu vàng",Adjective,Adjective|Noun|Verb,B2,Adult,0,4,yellows yellowed yellowing,0
1825,2000,habit,/ˈhæbət/,"thói quen, tập quán, nếp quen",Noun,Noun|Verb,B2,Adult,0,3,habits habited,0
1826,2000,disk,/dɪsk/,"đĩa, đĩa từ, ổ đĩa",Noun,Noun,B2,Adult,0,4,disks disc discs,0
1827,2000,core,/kɔːr/,"lõi, cốt lõi, phần trung tâm",Noun,Noun|Verb,B2,Adult,0,4,cores cored coring,0
1828,2000,emotional,/ɪˈmoʊʃənəl/,"xúc động, giàu cảm xúc, thuộc về tình cảm",Adjective,Adjective,B2,Adult,0,1,,0
1829,2000,aircraft,/ˈɛrˌkræft/,"máy bay, phi cơ, tàu bay",Noun,Noun,B2,Adult,0,2,aircrafts,0
1830,2000,self,/sɛlf/,"bản thân, cái tôi, bản ngã",Noun,Adjective|Noun,B2,Adult,0,2,selves,0
1831,2000,metal,/ˈmɛtəl/,"kim loại, chất kim loại",Noun,Noun|Verb,B2,Adult,0,2,metals,0
1832,2000,existence,/ɛɡˈzɪstəns/,"sự tồn tại, sự hiện hữu, sự sống",Noun,Noun,B2,Adult,0,2,existences,0
1833,2000,bone,/boʊn/,"xương, khúc xương, bộ xương",Noun,Noun|Verb,B2,Adult,0,4,bones boned boning,0
1834,2000,panel,/ˈpænəl/,"tấm, bảng điều khiển; hội đồng, ban",Noun,Noun|Verb,B2,Adult,0,6,panels paneled paneling panelled panelling,1
1835,2000,prime,/praɪm/,"chính, hàng đầu, quan trọng nhất",Adjective,Adjective|Noun|Verb,B2,Adult,0,4,primes primed priming,0
1836,2000,appointment,/əˈpɔɪntmənt/,"cuộc hẹn, sự bổ nhiệm",Noun,Noun,B2,Adult,0,2,appointments,0
1837,2000,emphasize,/ˈɛmfəˌsaɪz/,"nhấn mạnh, làm nổi bật, chú trọng",Verb,Verb,B2,Adult,0,8,emphasizes emphasized emphasizing emphasise emphasises emphasised emphasising,0
1838,2000,maximum,/ˈmæksəməm/,"mức tối đa, giá trị lớn nhất",Noun,Noun|Adjective,B2,Adult,0,1,,0
1839,2000,effectively,/ɪˈfɛktɪvli/,"một cách hiệu quả, thực chất là",Adverb,Adverb,B2,Adult,0,1,,0
1840,2000,elsewhere,/ˈɛlˌswɛr/,"ở nơi khác, ở chỗ khác",Adverb,Adverb,B2,Adult,0,1,,0
1841,2000,bother,/ˈbɑːðər/,"làm phiền, quấy rầy, bận tâm",Verb,Noun|Verb,B2,Adult,0,4,bothers bothered bothering,0
1842,2000,initiative,/ˌɪˈnɪʃətɪv/,"sáng kiến, sự chủ động, thế chủ động",Noun,Adjective|Noun,B2,Adult,0,2,initiatives,0
1843,2000,sharp,/ʃɑːrp/,"sắc, nhọn, sắc bén",Adjective,Adjective|Noun|Adverb,B2,Adult,0,3,sharper sharpest,0
1844,2000,diet,/ˈdaɪət/,"chế độ ăn, khẩu phần ăn, việc ăn kiêng",Noun,Noun|Verb,B2,Adult,0,4,diets dieted dieting,0
1845,2000,motion,/ˈmoʊʃən/,"chuyển động, sự vận động; kiến nghị",Noun,Noun|Verb,B2,Adult,0,4,motions motioned motioning,1
1846,2000,gray,/ɡreɪ/,"xám, màu xám, hoa râm",Adjective,Adjective|Noun|Verb,B2,Adult,0,12,grays grayed graying grayer grayest grey greys greyed greying greyer greyest,0
1847,2000,plastic,/ˈplæstɪk/,"nhựa, chất dẻo, đồ nhựa",Noun,Noun|Adjective,B2,Adult,0,2,plastics,0
1848,2000,complicate,/ˈkɑːmpləˌkeɪt/,"làm phức tạp, làm rắc rối thêm",Verb,Verb,B2,Adult,0,4,complicates complicated complicating,0
1849,2000,discipline,/ˈdɪsəplən/,"kỷ luật, tính kỷ luật; ngành học",Noun,Noun|Verb,B2,Adult,0,4,disciplines disciplined disciplining,1
1850,2000,disappoint,/ˌdɪsəˈpɔɪnt/,"làm thất vọng, gây thất vọng",Verb,Verb,B2,Adult,0,4,disappoints disappointed disappointing,0
1851,2000,boss,/bɑːs/,"sếp, ông chủ, người quản lý",Noun,Noun|Verb,B2,Adult,0,4,bosses bossed bossing,0
1852,2000,assumption,/əˈsʌmpʃən/,"giả định, giả thiết, sự cho rằng",Noun,Noun,B2,Adult,0,2,assumptions,0
1853,2000,freeze,/friːz/,"đóng băng, làm đông lạnh, đứng im",Verb,Noun|Verb,B2,Adult,0,5,freezes froze freezing frozen,0
1854,2000,extreme,/ɛkˈstriːm/,"cực độ, cực đoan, tột cùng",Adjective,Adjective,B2,Adult,0,2,extremes,0
1855,2000,passage,/ˈpæsədʒ/,"đoạn văn; lối đi, hành lang",Noun,Noun|Verb,B2,Adult,0,2,passages,1
1856,2000,reputation,/ˌrɛpjəˈteɪʃən/,"danh tiếng, tiếng tăm, uy tín",Noun,Noun,B2,Adult,0,2,reputations,0
1857,2000,forth,/fɔːrθ/,"ra, ra phía trước, trở đi",Adverb,Adverb|Preposition,B2,Adult,0,1,,0
1858,2000,negotiation,/nɪˌɡoʊʃiˈeɪʃən/,"cuộc đàm phán, sự thương lượng",Noun,Noun,B2,Adult,0,2,negotiations,0
1859,2000,mechanism,/ˈmɛkəˌnɪzəm/,"cơ chế, bộ máy, guồng máy",Noun,Noun,B2,Adult,0,2,mechanisms,0
